date,price_per_sqm
01.08.2017,4647.38
01.09.2017,4661.09
01.10.2017,4697.65
01.11.2017,4725.07
01.12.2017,4738.78
01.01.2018,4835.71
01.02.2018,4933.45
01.03.2018,4984.65
01.04.2018,5017.23
01.05.2018,5068.42
01.06.2018,5096.35
01.07.2018,5087.04
01.08.2018,5096.35
01.09.2018,5194.09
01.10.2018,5208.05
01.11.2018,5208.05
01.12.2018,5180.12
01.01.2019,5221.04
01.02.2019,5221.04
01.03.2019,5221.04
01.04.2019,5211.55
01.05.2019,5192.56
01.06.2019,5116.62
01.07.2019,5130.86
01.08.2019,5168.83
01.09.2019,5202.05
01.10.2019,5216.29
01.11.2019,5287.49
01.12.2019,5315.97
01.01.2020,5411.93
01.02.2020,5513.5
01.03.2020,5648.92
01.04.2020,5716.62
01.05.2020,5663.42
01.06.2020,5639.24
01.07.2020,5653.75
01.08.2020,5750.48
01.09.2020,5784.33
01.10.2020,5818.19
01.11.2020,5856.88
01.12.2020,5852.04
01.01.2021,5984.18
01.02.2021,6013.71
01.03.2021,6102.29
01.04.2021,6230.24
01.05.2021,6328.66
01.06.2021,6427.09
01.07.2021,6520.59
01.08.2021,6535.35
01.09.2021,6510.75
01.10.2021,6584.57
01.11.2021,6717.44
01.12.2021,6815.86
01.01.2022,6863.53
01.02.2022,6996.66
01.03.2022,7159.38
01.04.2022,7203.75
01.05.2022,7262.92
01.06.2022,7361.54
01.07.2022,7351.67
01.08.2022,7218.54
01.09.2022,7154.45
01.10.2022,7179.1
01.11.2022,7139.65
01.12.2022,7164.31
01.01.2023,7145.2
01.02.2023,7249.11
01.03.2023,7343.13
01.04.2023,7323.34
01.05.2023,7422.3
01.06.2023,7402.51
01.07.2023,7224.37
01.08.2023,7234.27
01.09.2023,7377.77
01.10.2023,7486.63
01.11.2023,7506.42
01.12.2023,7496.52
01.01.2024,7771.42
01.02.2024,7920.68
01.03.2024,8030.13
01.04.2024,8099.79
01.05.2024,8149.54
01.06.2024,8229.15
01.07.2024,8333.63
01.08.2024,8393.33
01.09.2024,8622.19
01.10.2024,8701.8
01.11.2024,8836.13
01.12.2024,9050.07
01.01.2025,9260.21
01.02.2025,9547.39
01.03.2025,9794.26
01.04.2025,9920.22
01.05.2025,9970.6
01.06.2025,10293.04
01.07.2025,10247.7
01.08.2025,10282.97
01.09.2025,10429.07
01.10.2025,10429.07
