date,price_per_sqm
1996-01-01,1205.86
1997-01-01,1207.49
1998-01-01,1185.0
1999-01-01,1260.16
2000-01-01,1446.36
2001-01-01,1571.33
2002-01-01,1753.38
2003-01-01,1962.08
2004-01-01,2175.16
2005-01-01,2412.32
2006-01-01,2679.44
2007-01-01,2979.63
2008-01-01,2623.23
2009-01-01,2334.82
2010-01-01,2044.93
2011-01-01,2118.08
2012-07-01,3258.58
2012-08-01,3240.75
2012-09-01,3240.75
2012-10-01,3289.78
2012-11-01,3231.83
2012-12-01,3160.51
2013-01-01,3106.49
2013-02-01,3146.26
2013-03-01,3141.84
2013-04-01,3261.15
2013-05-01,3243.47
2013-06-01,3221.38
2013-07-01,3172.77
2013-08-01,3190.45
2013-09-01,3203.7
2013-10-01,3181.61
2013-11-01,3146.26
2013-12-01,3137.42
2014-01-01,3164.2
2014-02-01,3164.2
2014-03-01,3173.09
2014-04-01,3173.09
2014-05-01,3173.09
2014-06-01,3221.97
2014-07-01,3190.86
2014-08-01,3208.64
2014-09-01,3221.97
2014-10-01,3199.75
2014-11-01,3199.75
2014-12-01,3213.08
2015-01-01,3245.36
2015-02-01,3254.25
2015-03-01,3232.02
2015-04-01,3240.92
2015-05-01,3227.58
2015-06-01,3272.04
2015-07-01,3298.71
2015-08-01,3303.16
2015-09-01,3360.95
2015-10-01,3369.84
2015-11-01,3400.96
2015-12-01,3454.31
2016-01-01,3497.63
2016-02-01,3506.61
2016-03-01,3591.92
2016-04-01,3731.11
2016-05-01,3704.17
2016-06-01,3784.99
2016-07-01,3798.46
2016-08-01,3771.52
2016-09-01,3834.37
2016-10-01,3798.46
2016-11-01,3798.46
2016-12-01,3847.84
2017-01-01,4057.89
2017-02-01,4126.44
2017-03-01,4231.54
2017-04-01,4295.52
2017-05-01,4409.76
2017-06-01,4528.57
2017-07-01,4569.7
2017-08-01,4647.38
2017-09-01,4661.09
2017-10-01,4697.65
2017-11-01,4725.07
2017-12-01,4738.78
2018-01-01,4835.71
2018-02-01,4933.45
2018-03-01,4984.65
2018-04-01,5017.23
2018-05-01,5068.42
2018-06-01,5096.35
2018-07-01,5087.04
2018-08-01,5096.35
2018-09-01,5194.09
2018-10-01,5208.05
2018-11-01,5208.05
2018-12-01,5180.12
2019-01-01,5221.04
2019-02-01,5221.04
2019-03-01,5221.04
2019-04-01,5211.55
2019-05-01,5192.56
2019-06-01,5116.62
2019-07-01,5130.86
2019-08-01,5168.83
2019-09-01,5202.05
2019-10-01,5216.29
2019-11-01,5287.49
2019-12-01,5315.97
2020-01-01,5411.93
2020-02-01,5513.5
2020-03-01,5648.92
2020-04-01,5716.62
2020-05-01,5663.42
2020-06-01,5639.24
2020-07-01,5653.75
2020-08-01,5750.48
2020-09-01,5784.33
2020-10-01,5818.19
2020-11-01,5856.88
2020-12-01,5852.04
2021-01-01,5984.18
2021-02-01,6013.71
2021-03-01,6102.29
2021-04-01,6230.24
2021-05-01,6328.66
2021-06-01,6427.09
2021-07-01,6520.59
2021-08-01,6535.35
2021-09-01,6510.75
2021-10-01,6584.57
2021-11-01,6717.44
2021-12-01,6815.86
2022-01-01,6863.53
2022-02-01,6996.66
2022-03-01,7159.38
2022-04-01,7203.75
2022-05-01,7262.92
2022-06-01,7361.54
2022-07-01,7351.67
2022-08-01,7218.54
2022-09-01,7154.45
2022-10-01,7179.1
2022-11-01,7139.65
2022-12-01,7164.31
2023-01-01,7145.2
2023-02-01,7249.11
2023-03-01,7343.13
2023-04-01,7323.34
2023-05-01,7422.3
2023-06-01,7402.51
2023-07-01,7224.37
2023-08-01,7234.27
2023-09-01,7377.77
2023-10-01,7486.63
2023-11-01,7506.42
2023-12-01,7496.52
2024-01-01,7771.42
2024-02-01,7920.68
2024-03-01,8030.13
2024-04-01,8099.79
2024-05-01,8149.54
2024-06-01,8229.15
2024-07-01,8333.63
2024-08-01,8393.33
2024-09-01,8622.19
2024-10-01,8701.8
2024-11-01,8836.13
2024-12-01,9050.07
2025-01-01,9260.21
2025-02-01,9547.39
2025-03-01,9794.26
2025-04-01,9920.22
2025-05-01,9970.6
2025-06-01,10293.04
2025-07-01,10247.7
2025-08-01,10282.97
2025-09-01,10429.07
2025-10-01,10429.07
